owner,nftMint,stakedDate
GCnCesT48KscB92StroDGi5EoAL1Vuq8Jr9cS9RSEtRg,HB8u5kzsQpQxp5fPLiZNJmpk6bXZKqCEkedoVaupWw1a,1699734015
7yzjmZKykcesWL7ZsBxCQt3aWfnfn7UpdsJJPtZ7BULc,2nYySJk9DioFCCaNxumUxBb1y71uAPMFu8JqiHDi6s1h,1693932844
8B6D8a1BFYPxXNJExTAkcjyL3dTUodcAcZJBbjV9v61d,3C2nWB5Mi1ZvERagwgQJhS57e3xsiBxXNmRA5foaqskQ,1699754376
8EDxbGZWNhkh7bK2icM1ty8dg7wLWJ8dXMMRxJ27cEkE,6ZRJ64u3AonfCu4BXNjMgDktAdrmT3YUwW78enFq5XVN,1693509641
E4MNRP6zqgKQuoFmJEudtxwJN9f9y7gyQqi18TxmSSNK,5isyWJG26ohVewAUiPhjjbrmRNW65BcsXbS1hDwNnQRC,1699122194
6DVPDHHa4nfovLonTQadmcJWiUCBKTcWiJNojUSFewe9,8B64enRiDBc9hRy7UmoeE451FtG42KythmN1cxNn7i1n,1699725701
43eHQdYkT8YDXLWHyUn71GnhNb9Xq2y2jiqNW46Nm9ro,7KsJuufxUzGtCwuW1KLnhtFczxzzaPSjr5yvdDzg9w1k,1694016702
DQ4FrndtU2LVJphmGmPUWEzhNxgdpxT8uLexWo7oYCAF,4XSn3t7KsVDekP9W4Kv3j6v5aP77vbBkcirqfTL217LR,1696191939
FtVSbfXTYUrHeLSn5SChjBPbuqcknwW3BGsEqe63JdCj,EjiB5ELdS23cmdhoeRzRKpWi3pXxEfMLYoRLLvJhFNxB,1699688131
HhLJA5EWvJygtKksWp9xGYFYgdSdtrz4Mpd1VhPzC5Ae,ALH4QjWvbamRRt8TWEi7jFqnPkE9w6VfsKNuogKqbMpr,1699728247
E2SgxCkXvBhQ53qMLfKGxqx7ACfK55yRqupE36cmnR9e,9ZjHJoq5AEzt2Vj5zDHJNxK51xCxMYvLNhukZw3vKEeS,1699736191
E2SgxCkXvBhQ53qMLfKGxqx7ACfK55yRqupE36cmnR9e,3NM4tTi4kRd5hLuigmKcx1skh3xJ5yC1ZNSuadNoscYz,1699736191
GETMZ4bD7jsH4BYuc1ZBGY1SezSToQhWpuwpzm5N2SCM,4N2nR37qPgQMC6HdfiVaXA94FfKC6bY5LBfi3GVk661k,1693514086
43eHQdYkT8YDXLWHyUn71GnhNb9Xq2y2jiqNW46Nm9ro,GHVKHnNbkXDBff81ts8uPcD5YFFLSfqtzk4GmjJEkZnL,1698853094
CZk74oMnpoTHmjKuqACCUM3wp3euGqHDvF4XZh3WnUCA,5eWJomTWqJsXRpRfhkf4yYEmaDU7t2UXo9F3xi3Ken3Y,1693555760
2eAYJ1TnTQNnS59hsUNBDggEWHc7YWm9tfkzXNbL5wBa,5a4PRSG2xc2YJy2HecVofxyvvxK8dvD8ju9jCLfdgCjz,1697744993
H99SS4w3MZWnDnWK8hhAsizByvbMjgK4mMDFK2uZb8o8,9fHAscHgH8yCdh4YpkMYVgQ7UWx9G84Hnt9ygnFckLxW,1693570018
